Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Cost_FN,Cost_FP
0,0,0,0,33,889.72,0.012121212,0.044444444,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE,FALSE,43.66512448,27.69691721
2,287.2,0,0,16,473.2833333,0,0.002222222,0,0,Oct,2,2,1,2,New_Visitor,TRUE,FALSE,29.31298909,12.39565321
8,43.95,1,56.4,31,577.65,0.011764706,0.029411765,0,0,Aug,2,2,3,3,Returning_Visitor,FALSE,FALSE,10.15417712,40.68919686
1,29.2,0,0,66,1364.873333,0.0171875,0.036488095,16.1347001,0,Jul,1,1,8,1,Returning_Visitor,TRUE,FALSE,84.07646094,51.05803043
0,0,0,0,43,778.6437229,0.010232558,0.023197087,0,0,Jul,4,1,1,3,Returning_Visitor,TRUE,FALSE,85.88380554,5.831419018
2,70.6,0,0,27,213.0157143,0,0.007407407,79.51302667,0,Oct,2,2,1,3,New_Visitor,TRUE,TRUE,94.85315784,30.92717617
2,46.4,1,29.2,12,303.2464286,0,0.015384615,0,0,Oct,1,1,3,2,New_Visitor,TRUE,FALSE,70.23885503,64.31068722
1,5,0,0,5,95.1,0.066666667,0.077777778,0,0,Oct,1,1,4,4,Returning_Visitor,FALSE,FALSE,76.88781088,83.10345672
2,46.3,0,0,2,48.4,0,0.05,0,0,Oct,1,1,1,3,Returning_Visitor,FALSE,FALSE,17.15101966,43.53648005
8,66.2,3,276,25,641.8,0.006451613,0.013978495,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,FALSE,55.01839418,52.27822749
0,0,0,0,18,345.12,0.044444444,0.072222222,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE,FALSE,55.57544745,2.084554814
3,51.48,0,0,16,164.8133333,0.038095238,0.05991342,0,0,Oct,1,1,6,5,Returning_Visitor,TRUE,FALSE,27.27013139,78.86113349
2,39.2,0,0,6,86.4,0,0.028571429,0,0,Nov,1,1,3,3,New_Visitor,FALSE,FALSE,97.93502589,24.39818315
0,0,0,0,23,373.5,0.019047619,0.050793651,0,0,June,3,2,1,1,Returning_Visitor,FALSE,FALSE,46.30176991,76.88298811
0,0,0,0,58,1076.073649,0,0.022653941,1.81635021,0,Sep,2,2,3,2,Returning_Visitor,FALSE,FALSE,22.59686527,40.88670171
13,345.0166667,0,0,90,1816.555008,0,0.004861111,86.31034266,0,Aug,4,2,3,4,Returning_Visitor,FALSE,FALSE,91.81181788,42.31938043
1,119.8,0,0,10,175.35,0,0.009090909,0,0,Jul,1,1,5,3,Returning_Visitor,FALSE,FALSE,70.087408,94.42737823
5,218.8,0,0,5,71.4,0,0.02,11.21330466,0,Oct,2,4,7,2,New_Visitor,FALSE,TRUE,42.62519648,9.365298088
11,373.62,9,322.8,191,3677.258176,0.009105691,0.024303938,0,0,Aug,2,2,6,1,Returning_Visitor,TRUE,FALSE,87.53402334,80.19025618
4,193.4,0,0,3,364.7,0,0.028571429,0,0,Oct,2,2,4,4,Returning_Visitor,FALSE,FALSE,58.82130306,27.58852832
3,318.2,0,0,7,414.8666667,0,0.01,0,0,Nov,1,1,6,2,Returning_Visitor,FALSE,FALSE,53.73228733,92.69758266
0,0,0,0,26,234.8,0.05,0.119230769,0,0,Jul,2,2,7,13,Returning_Visitor,FALSE,FALSE,44.35914422,39.64297531
0,0,0,0,3,0,0.2,0.2,0,0,Jul,1,1,1,1,Returning_Visitor,TRUE,FALSE,97.89463026,17.34738533
2,24,0,0,16,445.3333333,0.004444444,0.022222222,0,0,Jul,2,2,9,2,Returning_Visitor,FALSE,FALSE,89.15703907,63.4441415
11,225.22,2,106.8,68,1607.173333,0.011392405,0.033333333,0,0,Sep,2,2,1,3,Returning_Visitor,FALSE,TRUE,4.555461418,94.3411471
0,0,0,0,14,343.52,0,0.028571429,0,0,Jul,3,2,8,1,Returning_Visitor,TRUE,FALSE,75.18883123,16.53485726
3,49.4,2,9,18,330.5333333,0,0.009090909,0,0,Sep,2,2,8,4,New_Visitor,TRUE,FALSE,61.31685826,21.38674055
3,63.4,0,0,10,70.93333333,0,0.016666667,0,0,Sep,2,2,1,5,New_Visitor,FALSE,FALSE,62.0509887,65.51772242
1,7,0,0,26,2064.5,0,0.002,0,0,Oct,2,2,3,4,New_Visitor,TRUE,FALSE,15.34082258,10.66490799
0,0,0,0,47,1475.366667,0.010638298,0.02674772,0,0,Nov,1,1,4,1,Returning_Visitor,TRUE,FALSE,8.88893398,45.30113254
0,0,0,0,7,999.8,0.00952381,0.031428571,0,0,Sep,3,2,1,4,Returning_Visitor,FALSE,FALSE,51.82978291,63.12293572
2,141.6,0,0,10,728.18,0.018181818,0.065367965,14.28629744,0,Sep,3,2,1,1,Returning_Visitor,TRUE,FALSE,24.82433704,44.09767436
11,240.1,1,0,33,668.0333333,0,0.018119658,0,0,Aug,2,4,7,2,New_Visitor,TRUE,FALSE,63.51587086,65.12303561
1,0,3,62.4,23,708.1666667,0,0.007407407,0,0,Sep,2,2,6,4,Returning_Visitor,FALSE,FALSE,61.37845614,75.93064077
6,109.2,0,0,31,663.2777778,0.005882353,0.007058824,0,0,Oct,1,1,1,3,Returning_Visitor,FALSE,FALSE,70.29143322,74.46269977
2,75.6,2,68.4,2,44.66666667,0,0.033333333,0,0,Oct,2,2,7,2,New_Visitor,TRUE,FALSE,48.02537715,96.45623261
3,346,1,15.2,29,1107.216667,0.006060606,0.006700972,69.91439226,0,Nov,2,2,5,2,Returning_Visitor,FALSE,FALSE,71.04787156,58.55948545
3,60.73333333,0,0,27,696.9,0,0.014814815,0,0,Sep,2,2,6,4,Returning_Visitor,FALSE,FALSE,69.16898413,12.02410577
8,114.08,0,0,37,747.48,0.041463415,0.052845528,0,0,Jul,2,10,3,3,Returning_Visitor,FALSE,FALSE,30.74099763,37.65389549
0,0,0,0,10,447.1333333,0,0.018181818,17.29676376,0,Oct,2,2,5,2,New_Visitor,TRUE,TRUE,51.58995367,59.0889277
5,91.31666667,0,0,29,1352.976722,0.01125,0.024522672,7.91345877,0,Nov,1,1,6,1,Returning_Visitor,FALSE,FALSE,77.50445011,1.778478677
0,0,0,0,8,159.9,0,0,0,0,Oct,2,2,2,6,New_Visitor,FALSE,FALSE,13.85197094,77.2928981
10,170.9263566,0,0,282,4339.924841,0.002040816,0.011461095,2.395283135,0,Sep,2,2,4,1,Returning_Visitor,FALSE,FALSE,11.25903064,69.00293047
0,0,0,0,128,2787.692619,0.003125,0.014175592,0,0,Jul,2,4,4,1,Returning_Visitor,FALSE,FALSE,33.59372012,61.10523803
9,146.3,4,137.8166667,7,197.0666667,0,0.012631579,0,0,June,2,5,2,2,Returning_Visitor,TRUE,FALSE,81.6009826,56.15903526
2,35.8,0,0,27,785.05,0.044047619,0.069642857,0,0,Jul,2,2,4,13,Returning_Visitor,TRUE,FALSE,57.50307407,40.39616769
2,72.6,0,0,9,198.7,0,0.018181818,0,0,Sep,2,2,7,6,Returning_Visitor,TRUE,FALSE,32.99197915,49.55958139
1,23.2,0,0,71,3044.356667,0,0.013380282,0,0,Sep,2,2,3,2,Returning_Visitor,FALSE,FALSE,9.198658978,85.46727033
5,153.5666667,0,0,16,742.2095238,0,0.015789474,22.89972198,0,Nov,1,1,3,5,New_Visitor,FALSE,TRUE,21.10551232,11.63636068
0,0,0,0,22,987.6,0.009090909,0.015151515,0,0,Oct,2,2,1,4,Returning_Visitor,TRUE,FALSE,47.07708401,15.06227172
2,23.2,0,0,3,0,0.08,0.12,0,0,Aug,2,2,3,5,New_Visitor,FALSE,FALSE,33.48478144,16.6070129
2,174.6,0,0,12,251.2,0.061904762,0.080612245,0,0,Aug,3,2,6,1,Returning_Visitor,FALSE,FALSE,82.81165428,87.55751001
16,178.7995495,2,47.64,193,5946.275777,0,0.008886586,9.836180753,0,June,2,2,4,2,Returning_Visitor,FALSE,FALSE,99.17947368,77.24266371
1,128,2,136.1714286,13,847.6142857,0.013333333,0.021666667,0,0,Oct,3,2,8,4,Returning_Visitor,TRUE,FALSE,37.41910391,56.36168713
0,0,0,0,64,3038.38,0.017534722,0.038333333,0,0,Sep,2,2,1,1,Returning_Visitor,FALSE,FALSE,5.602787166,26.51896663
0,0,0,0,22,347.6666667,0.021212121,0.059848485,0,0,June,4,1,1,3,Returning_Visitor,FALSE,FALSE,78.89397859,70.437769
0,0,0,0,26,710,0.003846154,0.017521368,0,0,Aug,3,3,4,4,Returning_Visitor,FALSE,FALSE,23.25964953,33.09802882
0,0,0,0,3,19,0,0.066666667,0,0,Jul,2,2,3,3,Returning_Visitor,FALSE,FALSE,86.96618736,63.22609772
5,390.87,2,29.2,39,2251.116667,0.006818182,0.020887446,0,0,Sep,2,2,9,1,Returning_Visitor,FALSE,FALSE,45.29819326,54.21073449
10,291.2357143,0,0,36,940.1044266,0,0.002845528,87.30695843,0,Aug,2,2,2,2,Returning_Visitor,FALSE,TRUE,30.43496582,43.3665971
2,60.5,0,0,26,1145.17,0,0.003703704,0,0,Nov,1,1,2,2,New_Visitor,TRUE,FALSE,35.87193684,99.07535549
4,218.9666667,0,0,12,672.7,0,0.004444444,83.10114264,0,Nov,2,2,3,2,Returning_Visitor,TRUE,TRUE,41.58359097,35.84054483
0,0,0,0,2,47.4,0,0.066666667,26.85210163,0,Oct,3,2,7,4,Returning_Visitor,FALSE,TRUE,96.95512198,56.01065086
0,0,0,0,54,4749.25,0.004938272,0.029938272,8.285119366,0,Oct,2,2,8,1,Returning_Visitor,TRUE,TRUE,14.66661174,49.09146117
0,0,0,0,22,494.6333333,0,0.004545455,42.29306752,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE,96.22941066,95.05674376
8,101.8511111,4,161.9666667,52,591.1542063,0,0.011448413,8.052496178,0,Jul,2,2,3,3,Returning_Visitor,FALSE,FALSE,89.74208886,12.48489418
7,405.55,1,23.53333333,21,568.9633333,0,0.001282051,0,0,Oct,3,2,6,20,Returning_Visitor,TRUE,FALSE,74.87808503,68.02499901
3,75.4,0,0,18,1051.42,0.00952381,0.019047619,0,0,Oct,2,5,2,2,New_Visitor,FALSE,FALSE,62.20711599,49.88527996
3,75.6,0,0,122,1655.57,0,0.0064,17.0952864,0,Aug,2,10,4,3,Returning_Visitor,FALSE,TRUE,77.71478887,13.42550061
6,85.96666667,1,2,76,1464.209618,0.009803094,0.01785746,0,0,Aug,3,2,8,4,Returning_Visitor,FALSE,FALSE,84.14257365,59.94153989
8,192.4333333,2,53.4,45,1372.875238,0.004166667,0.00625,0,0,Sep,4,1,1,3,New_Visitor,FALSE,FALSE,75.25140971,21.06744703
5,136.1,0,0,45,1424.804887,0,0.008333333,10.19295165,0,Nov,2,2,6,2,Returning_Visitor,TRUE,TRUE,28.08856813,19.77192011
2,40.2,2,26.1,10,186.7,0,0.021428571,0,0,Oct,2,2,3,3,New_Visitor,FALSE,FALSE,8.626889507,8.330075344
5,473.1666667,2,195.4,111,4022.812148,0.003571429,0.012351425,0,0,Aug,3,2,9,5,Returning_Visitor,FALSE,FALSE,51.00576594,39.85507664
0,0,0,0,17,1338.8,0.058823529,0.094117647,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE,FALSE,5.82031286,59.6791053
4,341.6,0,0,3,77,0,0.022222222,0,0,Oct,3,2,8,2,New_Visitor,TRUE,FALSE,94.34025275,58.34137651
2,25.2,0,0,13,238.5333333,0,0.009375,36.70369311,0,Oct,2,2,1,20,Returning_Visitor,FALSE,TRUE,82.37777251,7.747070364
0,0,5,924,45,3198.186667,0.004,0.016363636,32.41773364,0,Oct,2,6,4,2,Returning_Visitor,FALSE,TRUE,99.71550865,39.61469773
0,0,0,0,62,1875.103333,0.003278689,0.027868852,12.71367924,0,Sep,2,4,1,1,Returning_Visitor,FALSE,FALSE,73.65954667,97.03927214
1,41.4,0,0,30,684.6,0.019354839,0.041935484,0,0,Aug,2,2,5,1,Returning_Visitor,FALSE,FALSE,98.24294214,5.72447441
3,79.93333333,0,0,17,348.85,0,0.023684211,0,0,Nov,2,2,1,20,Returning_Visitor,FALSE,FALSE,55.18404441,96.53669301
0,0,0,0,28,319.2771429,0.042857143,0.09265873,0,0,Aug,2,2,1,2,Returning_Visitor,FALSE,FALSE,9.500531316,46.88327345
6,202.4,1,0,22,2006.046667,0.007142857,0.032738095,8.052231522,0,Nov,6,5,4,2,Returning_Visitor,FALSE,FALSE,53.48740876,39.3440955
0,0,0,0,2,12,0,0.1,0,0,Aug,1,1,1,4,Returning_Visitor,TRUE,FALSE,25.26881967,4.739357578
0,0,0,0,74,1146.469048,0.021621622,0.031306306,0.408238132,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE,82.22326758,45.15041899
8,134.3733333,3,256.75,40,1773.610152,0.004255319,0.008355899,13.49047237,0,Nov,1,1,8,2,Returning_Visitor,TRUE,TRUE,29.04911941,71.53743192
0,0,0,0,52,1218.1,0.001282051,0.030448718,0,0,Sep,2,2,3,1,Returning_Visitor,FALSE,FALSE,80.50610503,99.18706497
0,0,0,0,37,4339.366667,0.009009009,0.036036036,13.6630847,0,Sep,2,2,4,1,Returning_Visitor,FALSE,FALSE,77.48473804,51.08045066
2,20.2,0,0,45,580.9357143,0.004444444,0.005,0,0,Aug,2,2,1,2,New_Visitor,FALSE,FALSE,26.93899099,4.717934297
4,93.6,0,0,8,69.4,0.090909091,0.103030303,0,0,Sep,2,2,1,3,Returning_Visitor,FALSE,FALSE,24.81425643,2.868159756
0,0,0,0,54,2593.1,0.018181818,0.039393939,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE,FALSE,76.78343424,0.62135657
2,168.4,0,0,10,208,0,0.008333333,0,0,Nov,3,2,5,2,New_Visitor,FALSE,FALSE,6.71554718,1.632868207
6,109.6,0,0,17,495.1,0,0.01,0,0,Oct,2,4,8,2,New_Visitor,FALSE,FALSE,76.5879548,50.38885355
5,56.73333333,1,14.6,37,1123.993333,0.000696864,0.022648084,0,0,Oct,2,2,3,2,Returning_Visitor,FALSE,FALSE,25.56123155,91.29402513
8,111.93,0,0,13,860.77,0.020952381,0.056017316,0,0,Jul,1,1,1,2,Returning_Visitor,FALSE,FALSE,2.907483122,97.11657471
0,0,0,0,57,2163.96,0.039285714,0.061313776,0,0,Jul,3,2,6,3,Returning_Visitor,FALSE,FALSE,52.36397647,21.85093469
1,28.2,0,0,20,679.5666667,0,0.006349206,0,0,Nov,2,2,2,3,New_Visitor,FALSE,FALSE,9.329462814,33.42714762
4,338,0,0,9,724.76,0,0.022380952,0,0,Sep,3,2,2,4,Returning_Visitor,TRUE,FALSE,61.0109351,86.26074902
2,180.9,0,0,26,1030.06,0,0.005952381,0,0,Aug,3,2,6,2,New_Visitor,FALSE,FALSE,69.89547242,67.6665501
0,0,0,0,30,717.4666667,0.006666667,0.02,0,0,Jul,2,5,1,3,Returning_Visitor,FALSE,FALSE,33.825928,79.32009521
10,337.9,1,6,123,2396.272456,0.000902151,0.008565782,1.952553388,0,June,2,2,1,2,Returning_Visitor,FALSE,FALSE,22.36946313,7.600774106
4,130.3,2,5,74,1903.45,0.005,0.019107143,0,0,Aug,2,2,9,13,Returning_Visitor,FALSE,FALSE,28.9289747,62.79951182
1,0,0,0,14,503.6333333,0.013333333,0.033333333,0,0,Aug,2,2,9,2,Returning_Visitor,FALSE,FALSE,23.52849511,83.31774991
3,48.35,2,358.6,35,676.2666667,0.005128205,0.013675214,0,0,Oct,2,2,2,2,New_Visitor,FALSE,FALSE,91.99006218,27.5966396
0,0,0,0,22,337.1,0,0.027272727,0,0,Aug,2,4,1,3,Returning_Visitor,FALSE,FALSE,20.61958799,52.05280617
2,30.2,0,0,29,630.3266667,0.006666667,0.023333333,0,0,Sep,2,2,6,1,Returning_Visitor,FALSE,FALSE,2.26139309,11.65147587
3,177.88,0,0,12,311.6133333,0.05,0.052380952,0,0,Oct,3,2,2,13,Returning_Visitor,FALSE,FALSE,88.55466655,15.74761117
7,234.4333333,0,0,85,6743.39876,0.013768116,0.033907028,0,0,Oct,2,2,8,13,Returning_Visitor,FALSE,FALSE,78.77553838,42.27200521
10,380.4333333,0,0,39,1526.213333,0.004651163,0.014728682,0,0,Nov,2,6,5,2,Returning_Visitor,FALSE,FALSE,27.90895412,16.9863695
6,102.4,2,44.4,33,688.3142857,0,0.022222222,0,0,Sep,2,2,3,3,Returning_Visitor,FALSE,FALSE,93.45062419,12.49841225
1,149.2,0,0,13,272.0083333,0,0.014285714,82.021436,0,Oct,1,1,1,20,Returning_Visitor,FALSE,TRUE,91.12347183,65.44370904
0,0,0,0,47,1153.54,0.003140097,0.039979296,0,0,Jul,1,1,6,2,Returning_Visitor,FALSE,FALSE,1.021225861,81.01555085
1,122,0,0,71,1096.876822,0,0.003014129,0,0,Nov,3,2,1,6,Returning_Visitor,FALSE,FALSE,10.82900347,73.85972642
15,382.3466667,2,21.6,32,1718.387778,0.004761905,0.01038961,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE,FALSE,18.59697466,1.970064634
6,266.7,0,0,18,843.0166667,0,0.015151515,9.542515706,0,Sep,2,2,1,4,Returning_Visitor,FALSE,FALSE,63.83378306,93.36664038
4,504.3,0,0,3,7,0.05,0.0625,0,0,Nov,3,2,3,3,Returning_Visitor,FALSE,FALSE,6.4767083,10.94347613
0,0,0,0,12,1012.2,0,0.033333333,0,0,Jul,2,2,7,4,Returning_Visitor,FALSE,FALSE,80.75088452,36.85399043
1,23.2,0,0,4,52.4,0,0.02,0,0,Oct,2,4,2,1,New_Visitor,FALSE,TRUE,96.19648927,57.47579918
1,82.6,0,0,28,1375.133333,0,0.020689655,4.818947334,0,Oct,4,1,3,20,Returning_Visitor,FALSE,TRUE,12.08741532,98.35797635
9,87.8,1,12,120,2016.564401,0.006451613,0.012613585,33.41173784,0,Jul,2,2,7,13,Returning_Visitor,FALSE,TRUE,88.58059546,20.1549058
0,0,0,0,1,0,0.2,0.2,0,0,Sep,1,8,1,1,Returning_Visitor,FALSE,FALSE,62.71809546,76.15346042
3,250.8,2,270.6,20,1424.4,0,0,31.72080812,0,Nov,2,2,5,5,New_Visitor,FALSE,TRUE,88.19508415,5.381978379
5,170.8333333,0,0,79,1193.517172,0,0.002821869,0,0,Oct,4,1,1,2,Returning_Visitor,TRUE,FALSE,98.27892461,50.32741289
5,256.1,2,99.7,4,417.4,0,0.01,0,0,Sep,1,1,6,2,New_Visitor,FALSE,FALSE,8.973750709,27.53627267
7,312.8,1,4,155,2374.966713,0.025906525,0.039077841,0,0,Jul,3,2,4,13,Returning_Visitor,FALSE,FALSE,99.2289702,55.62426009
6,259.1833333,0,0,54,784.7342857,0.004511278,0.018114342,0,0,Oct,3,2,3,2,Returning_Visitor,FALSE,FALSE,66.07095107,89.41456599
7,301.0777778,0,0,27,1538.056725,0.013333333,0.036382031,11.15668928,0,Jul,3,2,3,2,Returning_Visitor,FALSE,FALSE,43.59496132,99.92986127
1,106.3,0,0,32,2331.15,0.03125,0.048958333,0,0,Aug,3,2,4,1,Returning_Visitor,FALSE,FALSE,0.158663079,53.3458898
5,116.2,0,0,38,1057.033333,0.030769231,0.05,0,0,Nov,1,8,1,1,Returning_Visitor,FALSE,FALSE,92.7948607,51.95029046
2,39.4,0,0,62,2021.747727,0.003076923,0.015641026,0,0,Oct,2,2,1,4,Returning_Visitor,FALSE,FALSE,61.40641807,86.4737195
0,0,0,0,1,0,0.2,0.2,0,0,June,2,2,1,1,Returning_Visitor,FALSE,FALSE,11.61814937,60.3894938
5,81.2,0,0,23,269.9018182,0,0.008,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE,63.67947876,53.46900365
3,41.3,0,0,4,55.9,0,0.014285714,0,0,June,3,2,8,2,New_Visitor,FALSE,FALSE,97.65012908,14.18038015
12,98.85,1,129,5,22.05,0,0.015384615,0,0,Oct,2,2,1,4,Returning_Visitor,FALSE,FALSE,0.419634654,27.31368621
1,30.7,0,0,33,1148.333333,0,0.020833333,0,0,Aug,2,5,6,1,Returning_Visitor,FALSE,FALSE,10.97563315,96.28774857
2,61.5,0,0,6,99,0,0.008333333,0,0,Oct,1,1,6,3,Returning_Visitor,FALSE,FALSE,91.36435035,41.76650891
0,0,0,0,22,562.1666667,0.018181818,0.053030303,0,0,June,2,2,3,3,Returning_Visitor,TRUE,FALSE,88.54151322,15.90029596
1,38.2,1,9,21,1290.5,0,0,86.12351528,0,Nov,2,2,9,2,New_Visitor,FALSE,TRUE,17.50274466,45.31714074
0,0,1,0,20,581.5,0.015,0.051666667,0,0,Sep,2,2,1,1,Returning_Visitor,FALSE,FALSE,14.76003429,18.41503463
15,831.6222222,0,0,23,845.2788889,0,0.011944444,1.533539275,0,Nov,2,2,7,20,Returning_Visitor,TRUE,FALSE,12.13973817,73.49205539
0,0,0,0,1,0,0.2,0.2,0,0,Jul,1,1,3,4,Returning_Visitor,TRUE,FALSE,83.5215393,26.90804698
2,73.6,0,0,38,813.6016667,0.004878049,0.037398374,0,0,Nov,1,1,3,1,Returning_Visitor,FALSE,FALSE,26.83079432,89.04078092
0,0,0,0,4,59.2,0,0.05,0,0,Aug,2,4,9,4,Returning_Visitor,FALSE,FALSE,10.32574475,93.93336707
9,292.3,0,0,117,1953.537512,0.002892562,0.007295031,2.767055125,0,Aug,1,1,1,4,Returning_Visitor,TRUE,FALSE,57.07147916,4.447851505
2,25.6,0,0,29,1199.916667,0,0.008888889,23.66358807,0,Jul,3,2,3,4,Returning_Visitor,FALSE,FALSE,55.09343164,18.09048513
1,10,0,0,25,583.35,0,0.016,71.07435633,0,Oct,1,1,1,2,Returning_Visitor,FALSE,TRUE,99.01313286,55.60470432
5,335.8,0,0,20,910.41,0,0.003333333,0,0,Nov,2,2,4,2,New_Visitor,TRUE,FALSE,64.85868438,56.59096415
12,203.28,4,241.7,47,1975.125,0.003636364,0.015186147,0,0,Nov,4,2,4,2,Returning_Visitor,FALSE,FALSE,90.38259987,29.55614618
7,302.9,0,0,42,651.665,0.028787879,0.060270563,0,0,Aug,1,1,1,3,Returning_Visitor,TRUE,FALSE,85.56873559,4.269946147
2,20.2,0,0,27,2129.8,0.012903226,0.051612903,6.476760366,0,Sep,2,6,3,3,Returning_Visitor,FALSE,TRUE,44.21151629,33.4103256
0,0,0,0,60,1063.666667,0.014166667,0.049722222,0,0,Aug,2,2,2,1,Returning_Visitor,FALSE,FALSE,2.932058693,81.98607852
3,47.4,0,0,21,961.52,0.030434783,0.053623188,0,0,Aug,3,2,4,4,Returning_Visitor,FALSE,FALSE,50.01213344,51.67084376
1,61.4,0,0,27,779.6066667,0,0.007142857,0,0,Oct,2,2,7,2,Returning_Visitor,FALSE,FALSE,45.39887594,27.06922703
8,353.7,6,181.95,23,959.9,0.005882353,0.016666667,4.428052445,0,Nov,1,1,6,3,Returning_Visitor,TRUE,TRUE,87.30303667,2.683711162
4,105.2666667,0,0,35,655.6847619,0,0.005128205,0,0,Nov,2,10,7,2,New_Visitor,TRUE,FALSE,82.9197359,77.68787373
9,185.8,0,0,32,631.2766667,0.005714286,0.016095238,0,0,Sep,2,4,1,1,Returning_Visitor,FALSE,FALSE,22.59142741,76.62270232
6,35.1,0,0,138,6440.235256,0.001891253,0.027316655,0,0,June,2,2,3,3,Returning_Visitor,FALSE,FALSE,21.51192102,17.25296838
5,145.8833333,0,0,9,112.0833333,0.023529412,0.043137255,2.001640344,0,Jul,3,2,4,1,Returning_Visitor,FALSE,FALSE,20.4238956,62.82890717
2,116.8,0,0,5,170.4,0,0.028571429,88.06848401,0,Nov,2,2,7,2,New_Visitor,FALSE,TRUE,63.84461882,8.706574822
0,0,0,0,9,153.2,0.02,0.06,27.8892456,0,Aug,2,2,7,13,Returning_Visitor,FALSE,TRUE,29.57895746,58.09769607
6,174.75,2,123,33,773.2566667,0.010810811,0.022972973,31.74373458,0,Nov,3,2,1,2,Returning_Visitor,FALSE,TRUE,74.78457944,98.86615692
2,146.9,0,0,45,6707.54,0.011363636,0.019859307,4.023323663,0,Oct,2,2,8,2,Returning_Visitor,FALSE,FALSE,75.40767386,15.11748295
1,108.8,0,0,15,387.4,0,0.004166667,0,0,June,2,2,1,2,New_Visitor,FALSE,FALSE,41.34434369,38.20450871
0,0,0,0,11,631.4,0.054545455,0.048484848,0,0,Aug,1,1,1,3,Returning_Visitor,FALSE,FALSE,5.470036732,61.99598936
0,0,0,0,4,0,0.2,0.2,0,0,June,2,4,3,3,Returning_Visitor,FALSE,FALSE,10.53245899,63.85831487
9,433.8,2,6,28,728.7,0,0.009803922,0,0,Oct,2,10,1,3,Returning_Visitor,FALSE,FALSE,81.12508261,66.6572023
1,29.2,0,0,7,75.6,0,0.025,0,0,Aug,1,1,4,2,New_Visitor,TRUE,FALSE,77.53666808,51.28793135
2,11,0,0,38,938.9333333,0.039473684,0.06622807,0,0,June,3,2,2,3,Returning_Visitor,FALSE,FALSE,61.07257629,12.8814093
3,95.6,0,0,10,337.1,0.008333333,0.029166667,0,0,Jul,1,1,9,3,Returning_Visitor,FALSE,FALSE,45.95520643,91.89055998
0,0,0,0,13,353.7866667,0,0.016666667,36.33496365,0,June,1,1,1,2,New_Visitor,FALSE,TRUE,67.27892649,97.4161563
0,0,0,0,6,67,0.016666667,0.05,0,0,Jul,2,4,1,1,Returning_Visitor,FALSE,FALSE,5.459251068,13.22691803
7,204.1,0,0,5,128.7,0,0.0125,0,0,Sep,2,7,1,2,New_Visitor,FALSE,FALSE,68.51532988,19.03204754
4,32.33333333,0,0,18,374.6,0,0.010526316,0,0,Sep,2,2,3,3,New_Visitor,FALSE,FALSE,49.55254789,21.38558884
8,400.65,0,0,27,952.2833333,0,0.00137931,0,0,Aug,1,8,1,6,New_Visitor,FALSE,TRUE,55.55992648,99.6187132
3,118.55,0,0,34,1948.088333,0.027027027,0.041643072,0,0,June,3,2,1,13,Returning_Visitor,TRUE,FALSE,65.59136327,21.07030365
2,152,0,0,13,241.5833333,0.013333333,0.013333333,0,0,Sep,1,1,1,2,New_Visitor,FALSE,FALSE,41.71238733,72.72153314
9,257.0933333,2,39.4,98,3364.64045,0.029570957,0.034691241,35.03953094,0,Sep,3,2,8,13,Returning_Visitor,FALSE,FALSE,26.92584283,10.55830632
2,33.86666667,4,32.7,109,1759.686519,0,0.009734513,48.73081038,0,Oct,4,1,3,6,Returning_Visitor,FALSE,TRUE,67.02614689,35.04292419
0,0,0,0,48,476.3600939,0.000694444,0.028639403,0,0,Aug,1,1,1,2,Returning_Visitor,FALSE,FALSE,61.70489106,3.527782513
3,84,0,0,59,1720.422222,0.026984127,0.038231522,0,0,Oct,3,2,1,3,Returning_Visitor,TRUE,FALSE,32.9689118,98.65405615
2,9,0,0,23,1516.2,0.016,0.028,17.72722287,0,June,2,2,5,2,Returning_Visitor,FALSE,TRUE,35.78740088,96.28481416
2,14.2,0,0,53,2016.566667,0.003636364,0.036363636,8.154361332,0,June,2,2,3,3,Returning_Visitor,FALSE,TRUE,55.13664048,94.280345
8,97.6,0,0,24,498.9,0,0.01875,5.818151241,0,Oct,2,2,1,2,Returning_Visitor,FALSE,TRUE,81.72212843,11.92848638
1,47.4,0,0,5,238.2,0,0.033333333,0,0,Sep,2,2,5,4,New_Visitor,TRUE,FALSE,25.39146453,60.43592427
0,0,1,0,26,653.4,0.041333333,0.067142857,0,0,Jul,2,2,2,1,Returning_Visitor,TRUE,FALSE,98.57022931,80.83676637
9,158.3555639,3,177.8,96,4162.538005,0.012378641,0.025287479,3.582981195,0,Sep,3,2,5,13,Returning_Visitor,FALSE,FALSE,38.70879416,49.55762839
3,264,0,0,20,769.9,0.018181818,0.027272727,0,0,Nov,2,10,7,1,Returning_Visitor,FALSE,FALSE,69.94641981,49.16364442
